Source,Target,Weight
vaccine candidate,vitro,7
vaccine candidate,vaccine strain,4
vaccine candidate,vivo,4
vaccine candidate,vsv,4
vaccine candidate,vesicular stomatitis virus,3
vaccine candidate,viral genome,3
vaccine candidate,viral antigen,2
vaccine candidate,viral protein,2
vaccine candidate,virus particle,2
vaccine candidate,virus replication,2
vaccine candidate,western blot,2
vaccine candidate,wild type,2
vaccine candidate,yeast,2
vaccine candidate,young child,2
vaccine candidate,vietnam,1
vaccine candidate,viral agent,1
vaccine candidate,viral particle,1
vaccine candidate,viral replication,1
vaccine candidate,virus genome,1
vaccine candidate,virus titer,1
vaccine candidate,visit,1
vaccine candidate,western blot analysis,1
vaccine candidate,western blotting,1
vaccine candidate,world health organization,1
vaccine candidate,year period,1
vaccine strain,wild type,6
vaccine strain,viral replication,2
vaccine strain,virus isolation,2
vaccine strain,vitro,2
vaccine strain,winter,2
vaccine strain,vero cell,1
vaccine strain,viral respiratory infection,1
vaccine strain,viremia,1
vaccine strain,virion,1
vaccine strain,year period,1
variable,worker,5
variable,visit,4
variable,ventilation,3
variable,winter,3
variable,woman,3
variable,year period,3
variable,vivo,2
variable,viral agent,1
variable,viral genome,1
variable,viral pneumonia,1
variable,viral replication,1
variable,viral respiratory infection,1
variable,virale,1
variable,virus detection,1
variable,virus replication,1
variable,vitro,1
variable,ward,1
variable,western blot,1
variable,world health organization,1
variable,wuhan,1
variable,young child,1
ventilation,ward,9
ventilation,wuhan,3
ventilation,viral pneumonia,2
ventilation,visit,2
ventilation,viral agent,1
ventilation,viral replication,1
ventilation,virale,1
ventilation,virus replication,1
ventilation,vomiting,1
ventilation,woman,1
ventilation,year period,1
vero cell,vitro,23
vero cell,viral replication,10
vero cell,virion,9
vero cell,virus replication,6
vero cell,viral protein,5
vero cell,viral rna,5
vero cell,virus titer,5
vero cell,viral antigen,4
vero cell,virus particle,4
vero cell,vivo,4
vero cell,western blot,4
vero cell,western blot analysis,4
vero cell,viral particle,3
vero cell,viral titer,3
vero cell,viral genome,2
vero cell,virus isolation,2
vero cell,vsv,2
vero cell,western blotting,2
vero cell,vesicular stomatitis virus,1
vero cell,viral entry,1
vero cell,virus entry,1
vero cell,vomiting,1
vero cell,wild type,1
vero cell,worker,1
vero cell,world health organization,1
vero cell,yeast,1
vesicular stomatitis virus,vsv,39
vesicular stomatitis virus,vitro,5
vesicular stomatitis virus,viral replication,4
vesicular stomatitis virus,virion,4
vesicular stomatitis virus,vivo,4
vesicular stomatitis virus,virus replication,3
vesicular stomatitis virus,viral entry,2
vesicular stomatitis virus,viral protein,2
vesicular stomatitis virus,viral rna,2
vesicular stomatitis virus,virus entry,2
vesicular stomatitis virus,virus particle,2
vesicular stomatitis virus,viral antigen,1
vesicular stomatitis virus,viral genome,1
vesicular stomatitis virus,viral particle,1
vesicular stomatitis virus,western blot,1
vesicular stomatitis virus,western blotting,1
vesicular stomatitis virus,wild type,1
vesicular stomatitis virus,world health organization,1
vietnam,wuhan,3
vietnam,vitro,2
vietnam,worker,2
vietnam,viral agent,1
vietnam,virus genome,1
vietnam,virus replication,1
vietnam,virus titer,1
vietnam,vivo,1
vietnam,ward,1
vietnam,web,1
vietnam,wild type,1
vietnam,world health organization,1
viral agent,young child,8
viral agent,viral pneumonia,4
viral agent,viral genome,3
viral agent,virale,3
viral agent,vitro,3
viral agent,winter,3
viral agent,viral entry,2
viral agent,viral replication,2
viral agent,viral respiratory infection,2
viral agent,viral rna,2
viral agent,virus detection,2
viral agent,virus particle,2
viral agent,viral particle,1
viral agent,virus isolation,1
viral agent,vomiting,1
viral agent,ward,1
viral agent,web,1
viral antigen,viral protein,8
viral antigen,vitro,7
viral antigen,viral rna,5
viral antigen,virion,5
viral antigen,virus isolation,5
viral antigen,viral replication,4
viral antigen,viral entry,3
viral antigen,viral genome,3
viral antigen,viral particle,3
viral antigen,viral respiratory infection,3
viral antigen,virale,3
viral antigen,viremia,3
viral antigen,virus particle,3
viral antigen,virus replication,3
viral antigen,vivo,3
viral antigen,viral titer,2
viral antigen,virus titer,2
viral antigen,wild type,2
viral antigen,virus detection,1
viral antigen,virus entry,1
viral antigen,vlp,1
viral antigen,vomiting,1
viral antigen,vsv,1
viral antigen,western blot analysis,1
viral antigen,woman,1
viral antigen,wuhan,1
viral antigen,year period,1
viral antigen,young child,1
viral entry,vitro,12
viral entry,viral replication,5
viral entry,virus replication,5
viral entry,viral protein,4
viral entry,wild type,4
viral entry,viral rna,3
viral entry,virus entry,3
viral entry,vivo,3
viral entry,viral genome,2
viral entry,viremia,2
viral entry,virus particle,2
viral entry,vlp,2
viral entry,western blot,2
viral entry,viral pneumonia,1
viral entry,viral titer,1
viral entry,virus titer,1
viral entry,vsv,1
viral entry,wuhan,1
viral genome,virion,14
viral genome,viral protein,10
viral genome,viral replication,9
viral genome,virus replication,8
viral genome,vitro,8
viral genome,viral rna,7
viral genome,vlp,5
viral genome,virus detection,4
viral genome,virus entry,4
viral genome,virus particle,4
viral genome,wuhan,4
viral genome,viremia,3
viral genome,virus genome,3
viral genome,viral titer,2
viral genome,vivo,2
viral genome,web,2
viral genome,viral particle,1
viral genome,virale,1
viral genome,virus isolation,1
viral genome,vsv,1
viral genome,western blot,1
viral genome,wild type,1
viral genome,worker,1
viral genome,year period,1
viral genome,yeast,1
viral genome,young child,1
viral particle,virion,10
viral particle,viral protein,6
viral particle,vitro,6
viral particle,virus particle,5
viral particle,western blot analysis,5
viral particle,viral rna,4
viral particle,viral replication,3
viral particle,virus isolation,2
viral particle,virus replication,2
viral particle,viral titer,1
viral particle,virus entry,1
viral particle,virus titer,1
viral particle,western blot,1
viral particle,winter,1
viral particle,yeast,1
viral particle,young child,1
viral pneumonia,wuhan,8
viral pneumonia,viral replication,2
viral pneumonia,winter,2
viral pneumonia,woman,2
viral pneumonia,world health organization,2
viral pneumonia,young child,2
viral pneumonia,viral rna,1
viral pneumonia,virale,1
viral pneumonia,viremia,1
viral pneumonia,virus isolation,1
viral pneumonia,virus replication,1
viral pneumonia,visit,1
viral pneumonia,vivo,1
viral pneumonia,ward,1
viral protein,virion,25
viral protein,viral replication,24
viral protein,vitro,19
viral protein,virus replication,14
viral protein,viral rna,12
viral protein,virus particle,8
viral protein,western blot,4
viral protein,western blot analysis,4
viral protein,yeast,4
viral protein,virus entry,3
viral protein,vivo,3
viral protein,vsv,3
viral protein,wild type,3
viral protein,viral titer,2
viral protein,viremia,2
viral protein,virus titer,2
viral protein,vlp,2
viral protein,wuhan,2
viral protein,virus genome,1
viral protein,virus isolation,1
viral protein,web,1
viral protein,western blotting,1
viral protein,world health organization,1
viral protein,young child,1
viral replication,vitro,45
viral replication,virus replication,23
viral replication,viral rna,20
viral replication,vivo,18
viral replication,viral titer,14
viral replication,western blot,9
viral replication,virion,8
viral replication,virus titer,6
viral replication,yeast,6
viral replication,virus entry,5
viral replication,young child,5
viral replication,western blotting,4
viral replication,virus isolation,3
viral replication,virus particle,3
viral replication,vsv,3
viral replication,wild type,3
viral replication,viremia,2
viral replication,western blot analysis,2
viral replication,viral respiratory infection,1
viral replication,virus genome,1
viral replication,vomiting,1
viral replication,web,1
viral replication,wuhan,1
viral respiratory infection,virale,8
viral respiratory infection,visit,7
viral respiratory infection,virus detection,3
viral respiratory infection,winter,2
viral respiratory infection,year period,2
viral respiratory infection,young child,2
viral respiratory infection,viral titer,1
viral respiratory infection,virus isolation,1
viral respiratory infection,virus replication,1
viral respiratory infection,virus titer,1
viral respiratory infection,vitro,1
viral respiratory infection,world health organization,1
viral rna,vitro,22
viral rna,virus replication,9
viral rna,vivo,9
viral rna,virion,8
viral rna,viremia,6
viral rna,virus isolation,5
viral rna,virus particle,4
viral rna,western blot analysis,4
viral rna,virus detection,3
viral rna,virus genome,3
viral rna,virus titer,3
viral rna,wild type,3
viral rna,young child,3
viral rna,viral titer,2
viral rna,virus entry,2
viral rna,vomiting,2
viral rna,vsv,2
viral rna,web,1
viral rna,western blot,1
viral rna,woman,1
viral rna,worker,1
viral rna,world health organization,1
viral rna,wuhan,1
viral rna,yeast,1
viral titer,vitro,7
viral titer,virus titer,4
viral titer,vivo,2
viral titer,wild type,2
viral titer,viremia,1
viral titer,virion,1
viral titer,virus replication,1
viral titer,western blot,1
viral titer,western blot analysis,1
viral titer,western blotting,1
virale,young child,4
virale,visit,3
virale,virus detection,2
virale,winter,2
viremia,vitro,5
viremia,vivo,3
viremia,vomiting,3
viremia,virus entry,2
viremia,virus replication,2
viremia,wild type,2
viremia,virion,1
viremia,virus isolation,1
viremia,virus particle,1
viremia,virus titer,1
viremia,vlp,1
viremia,vsv,1
virion,virus particle,27
virion,vitro,18
virion,vlp,10
virion,wild type,10
virion,virus replication,9
virion,virus entry,7
virion,western blotting,5
virion,vsv,4
virion,yeast,4
virion,vivo,3
virion,western blot,3
virion,virus genome,2
virion,virus titer,2
virion,western blot analysis,2
virion,virus detection,1
virion,winter,1
virion,young child,1
virus detection,young child,6
virus detection,winter,3
virus detection,year period,2
virus detection,virus isolation,1
virus detection,virus particle,1
virus detection,virus replication,1
virus detection,visit,1
virus detection,worker,1
virus entry,vitro,10
virus entry,virus particle,5
virus entry,virus replication,5
virus entry,vivo,3
virus entry,vsv,2
virus entry,virus titer,1
virus entry,western blot analysis,1
virus entry,wild type,1
virus entry,yeast,1
virus genome,virus replication,4
virus genome,vitro,2
virus genome,virus isolation,1
virus genome,virus particle,1
virus genome,vlp,1
virus genome,web,1
virus genome,wild type,1
virus genome,world health organization,1
virus genome,wuhan,1
virus genome,year period,1
virus genome,yeast,1
virus isolation,virus particle,2
virus isolation,virus replication,2
virus isolation,vomiting,2
virus isolation,winter,2
virus isolation,young child,2
virus isolation,vitro,1
virus isolation,vivo,1
virus isolation,western blot,1
virus isolation,wuhan,1
virus particle,virus replication,11
virus particle,vitro,8
virus particle,vsv,2
virus particle,western blot analysis,2
virus particle,western blotting,2
virus particle,yeast,2
virus particle,vivo,1
virus particle,vlp,1
virus particle,wild type,1
virus particle,winter,1
virus particle,wuhan,1
virus replication,vitro,23
virus replication,vivo,14
virus replication,virus titer,7
virus replication,yeast,5
virus replication,vsv,3
